Tidsmerke,Age,Experience,Gender,Which company do you work for?,Which company do you work for [Normalized]?,How many people work there in total?,How many in a technical position?,Current work,I see myself as primarily...,Which programming languages do you know?,Do you know any SQL-dialects?,Do you know any SQL-dialects? [Normalized],Bash,C,C#,C++,Clojure,CoffeeScript,Go,Groovy,Java,JavaScript,Objective-C,PHP,Python,Ruby,Scala,Swift,Your favourite,What motivates you to learn a new programming language?,"How many programming languages do you think a ""good"" programmer should know?"
28.08.2015 kl. 11.43.00,−25,4,Male,SPT,SPT,200,150,"Bash, JavaScript",a frontend developer,"Bash, C, CoffeeScript, Dart, Go, Haskell, Io, Java, JavaScript, PHP, Python, R, Ruby, Scala, Swift","PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","PL/SQL , PL/pgSQL ",2,2,1,1,1,4,4,1,4,5,1,2,3,4,3,3,JavaScript,"Need it for work, Need it for non-work, Just to learn",4
28.08.2015 kl. 11.49.29,26-30,7,Male,SPT,SPT,50,45,"Bash, Java",a backend developer,"Bash, C#, C++, Clojure, CoffeeScript, Groovy, Java, JavaScript, Kotlin, PHP, PowerShell, Python, Ruby, Scala, Visual Basic","T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle), CQL (Cassandra)","T-SQL , SQL/PSM , PL/SQL , CQL ",3,2,4,2,2,3,1,4,5,4,1,3,2,2,3,1,Scala,Just to learn,5
28.08.2015 kl. 12.11.42,36-40,9,Male,SPT,SPT,120,80,PHP,a fullstack developer,"JavaScript, PHP","SQL/PSM (Mimer SQL, MySQL, MonetDB)",SQL/PSM ,1,2,2,3,2,1,1,1,3,4,2,5,2,1,2,1,JavaScript,"Need it for non-work, Just to learn",3
28.08.2015 kl. 12.42.47,31-35,7,Male,SPT,SPT,100,80,"Bash, Go, Java, JavaScript, PHP, Python, Ruby",devops,"Bash, C, C#, C++, Go, Groovy, Java, JavaScript, Objective-C, PHP, Python, Ruby, Scala","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle)","SQL/PSM , PL/SQL ",3,3,4,3,1,1,4,3,4,4,4,3,3,2,2,2,Go,Just to learn,10
28.08.2015 kl. 12.43.14,36-40,10,Male,SPT,SPT,80,60,"Python, Ruby, Lua",devops,"AWK, Bash, C, C++, Clojure, CoffeeScript, Common Lisp, Erlang, Fortran, Go, Groovy, Haskell, Io, Java, JavaScript, Lua, Objective-C, PHP, Perl, Python, Ruby, Scala, Visual Basic","SQL/PSM (Mimer SQL, MySQL, MonetDB)",SQL/PSM ,3,2,1,2,2,3,2,2,3,4,3,4,4,4,3,1,Scala,"Need it for work, Need it for non-work, Just to learn, To broad my mind",5
28.08.2015 kl. 13.52.43,31-35,10,Male,SPT,SPT,100,60,"Bash, Go, Python",devops,"AWK, Bash, C, C#, C++, Go, Groovy, Java, JavaScript, PHP, Perl, PowerShell, Prolog, Python, R, Ruby, Visual Basic","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/pgSQL (PostgreSQL)","SQL/PSM , PL/pgSQL ",5,3,2,3,2,2,5,3,5,3,1,5,5,3,2,1,Go,Just to learn,8
28.08.2015 kl. 16.19.13,31-35,10,Male,SPT,SPT,0,0,"Python, Scala, R",a backend developer,"AWK, Bash, C, C++, Clojure, Erlang, F#, Haskell, Julia, Perl, Python, R, Scala",PL/pgSQL (PostgreSQL),PL/pgSQL ,5,4,2,3,4,1,2,1,2,3,1,1,4,1,4,1,Haskell,Just to learn,5
29.08.2015 kl. 17.19.45,36-40,7,Male,spt,SPT,80,60,"Bash, Scala",a backend developer,"Bash, Groovy, Java, JavaScript, Perl, Scala","SQL/PSM (Mimer SQL, MySQL, MonetDB)",SQL/PSM ,2,1,1,1,1,1,1,4,4,2,1,1,2,2,3,1,Scala,Need it for work,5
31.08.2015 kl. 07.12.25,41-45,10,Male,SPT,SPT,100,100,"Bash, Java, Python, Scala",a backend developer,"AWK, Bash, C, C++, Clojure, CoffeeScript, Common Lisp, Elm, Haskell, Java, JavaScript, Pascal, Perl, PostScript, Python, R, Scala, Scheme, Simula",PL/pgSQL (PostgreSQL),PL/pgSQL ,5,5,1,5,4,3,3,3,5,4,2,2,4,2,4,1,Haskell,Just to learn,7
31.08.2015 kl. 10.34.30,31-35,9,Male,SPT,SPT,100,60,"Bash, Java",a backend developer,"Bash, C, C#, C++, Clojure, CoffeeScript, Fortran, Go, Haskell, Java, JavaScript, Kotlin, Scala","T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB)","T-SQL , SQL/PSM ",4,2,3,2,4,4,4,1,5,4,1,1,3,1,3,1,Go,Just to learn,5
01.09.2015 kl. 11.29.08,36-40,10,Male,SPT,SPT,200,150,"Bash, Java, Python",devops,"Bash, C, C++, Java, JavaScript, Lua, Objective-C, PHP, Pascal, Perl, Python, R",PL/SQL (Oracle),PL/SQL ,4,4,1,2,2,1,1,2,5,3,3,4,3,2,2,1,Go,Just to learn,10
03.09.2015 kl. 09.52.53,46-50,10,Male,SPT,SPT,150,100,"JavaScript, Python, Scala",a fullstack developer,"AWK, Bash, C, C#, C++, CoffeeScript, Common Lisp, Erlang, Forth, Fortran, Groovy, Haskell, Java, JavaScript, PHP, Pascal, Perl, Prolog, Python, Ruby, Scala, Scheme, Simula, Smalltalk, Visual Basic","T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle)","T-SQL , SQL/PSM , PL/SQL ",4,4,2,5,2,5,1,2,5,5,1,2,5,2,5,1,Scala,"Need it for work, Need it for non-work, Just to learn",10
04.09.2015 kl. 12.50.10,31-35,7,Male,SPT,SPT,150,140,"Python, Scala",Data,"Bash, C, C#, Cobra, Groovy, Java, JavaScript, Julia, Lua, PostScript, Prolog, Python, R, Ruby, Scala","T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), Watcom-SQL (Sybase)","T-SQL , SQL/PSM , Watcom-SQL ",3,3,4,1,1,3,2,4,5,3,2,3,5,4,5,2,Python,"Need it for work, Need it for non-work, Just to learn, API support",3
07.09.2015 kl. 10.32.30,26-30,3,Male,SPT,SPT,50,30,JavaScript,a frontend developer,"C, Java, JavaScript, PHP","SQL/PSM (Mimer SQL, MySQL, MonetDB)",SQL/PSM ,2,3,2,2,1,1,2,1,4,4,1,5,2,1,1,1,Go,"Need it for work, Need it for non-work, Just to learn",5
14.09.2015 kl. 08.31.42,26-30,4,Male,SPT,SPT,120,80,"Bash, Groovy, Java, JavaScript, Python, Scala",a fullstack developer,"Bash, C, C++, CoffeeScript, Groovy, Java, JavaScript, PHP, Pascal, Perl, Prolog, Python, Scala, Standard-ML","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/pgSQL (PostgreSQL)","SQL/PSM , PL/pgSQL ",3,4,1,4,3,3,2,3,4,4,1,4,4,1,4,1,Depends on the project,Just to learn,4
15.09.2015 kl. 10.44.31,−25,4,Male,SPT,SPT,130,100,"Bash, Python, Scala, R",data scientist,"Bash, C, Fortran, Java, Python, R, Scala",PL/SQL (Oracle),PL/SQL ,3,3,1,2,1,1,1,1,4,1,1,1,4,1,4,1,Kotlin,"Need it for work, Need it for non-work, Just to learn",10
15.09.2015 kl. 10.55.22,31-35,8,Male,SPT,SPT,100,70,"Java, PHP",mobile developer,"Bash, Java, JavaScript, Objective-C, PHP, Python","SQL PL (IBM DB2), PL/SQL (Oracle)","SQL PL , PL/SQL ",2,3,3,2,1,1,1,1,5,2,3,3,2,1,1,1,Java,"Need it for work, Need it for non-work, Just to learn",6
15.09.2015 kl. 14.00.55,66-,10,Rather not say,SPT,SPT,100,80,"Bash, JavaScript",a frontend developer,"Bash, CoffeeScript, Go, Java, JavaScript, Lua, PHP, Perl, Python, Ruby, Scheme, Visual Basic","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/pgSQL (PostgreSQL)","SQL/PSM , PL/pgSQL ",3,2,1,1,1,3,2,1,4,5,1,5,3,4,1,1,Ruby,"Need it for work, Need it for non-work",4
16.09.2015 kl. 10.34.20,31-35,9,Male,SPT,SPT,20,15,Python,Security Engineer,"AWK, Bash, C, C++, Forth, Go, Groovy, Java, JavaScript, PHP, Perl, Python, Ruby","SQL PL (IBM DB2), T-SQL (Microsoft / Sybase), PL/pgSQL (PostgreSQL)","SQL PL , T-SQL , PL/pgSQL ",3,4,3,3,1,1,2,4,4,4,1,4,4,2,1,1,Python,Just to learn,7
28.09.2015 kl. 12.08.57,31-35,10,Male,SPT,SPT,200,100,Scala,data scientist,"AWK, Bash, C, C#, C++, Clojure, Common Lisp, Fortran, Haskell, Io, Java, JavaScript, PHP, Perl, PowerShell, Prolog, Python, R, Scala, Scheme","T-SQL (Microsoft / Sybase), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","T-SQL , PL/SQL , PL/pgSQL ",3,2,4,2,2,1,1,1,4,3,1,2,5,2,3,1,Scala,Just to learn,5
28.09.2015 kl. 12.10.30,31-35,3,Male,SPT,SPT,200,180,"Scala, R, SQL",Data Scientist,"C, C++, Java, R, Scala","PL/pgSQL (PostgreSQL), Spark SQL","PL/pgSQL , Spark SQL",1,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,R,Need it for work,3
28.09.2015 kl. 12.44.27,36-40,1,Male,SPT,SPT,100,100,"Bash, Scala, R",Data scientist,"Python, R, Ruby",No,,2,1,1,1,1,1,1,1,2,2,1,2,3,3,1,1,R,Need it for work,4
28.08.2015 kl. 11.59.41,26-30,7,Male,SPT Infrastructure,SPT,80,70,"Bash, Python, Ruby, Scala",devops,"C, C#, C++, Fortran, Java, JavaScript, PHP, Python, Ruby, Visual Basic","SQL PL (IBM DB2), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","SQL PL , PL/SQL , PL/pgSQL ",3,4,4,4,1,1,1,1,4,5,1,5,3,3,2,1,Java,"Need it for work, Need it for non-work, Just to learn",4
15.09.2015 kl. 11.35.11,41-45,9,Male,SPT/SMP,SPT,20,20,"Bash, CoffeeScript, Java, JavaScript",Backend/ops,"AWK, Bash, C, C#, C++, CoffeeScript, Go, Groovy, Haskell, Java, JavaScript, Lua, Objective-C, PHP, Scala, Basic","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/pgSQL (PostgreSQL)","SQL/PSM , PL/pgSQL ",4,4,3,4,2,2,2,1,5,4,4,3,2,1,3,2,Swift,Looking for awesomeness,2
28.08.2015 kl. 11.55.13,41-45,10,Male,SPT Norway,SPT,40,35,"Java, Python, Scala",a backend developer,"Bash, C, C++, Common Lisp, Haskell, Java, JavaScript, Pascal, Perl, Prolog, Python, Scala, Simula, Visual Basic, Standard ML, Emacs Lisp, Scheme","T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","T-SQL , SQL/PSM , PL/SQL , PL/pgSQL ",2,3,1,3,1,1,1,1,5,2,1,1,5,1,2,1,Java,"Right now, nothing. Now I just want to make software. Learning new languages feels like a distraction.",
31.08.2015 kl. 10.39.25,−25,4,Male,SPT Sweden,SPT,30,20,"JavaScript, PHP",a fullstack developer,"Bash, C, C#, Groovy, Java, JavaScript, PHP, Python, Ruby","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle)","SQL/PSM , PL/SQL ",2,3,3,1,2,1,1,4,4,5,2,5,3,4,2,1,Rust,"Need it for work, Need it for non-work, Just to learn",3
28.08.2015 kl. 12.16.44,31-35,10,Male,Schibsted Product & Technology UK,SPT,40,35,"Bash, JavaScript",a frontend developer,"AWK, Bash, C#, CoffeeScript, Elixir, Erlang, Groovy, Java, JavaScript, Lua, Objective-C, PHP, Pascal, Perl, Python, R, Ruby, Scala, Visual Basic",PL/SQL (Oracle),PL/SQL ,3,2,2,1,1,3,2,2,3,5,2,3,3,4,4,1,Scala,"Need it for work, Just to learn",5
15.09.2015 kl. 14.40.12,26-30,10,Male,SPT London,SPT,60,50,"Bash, Groovy, Java, Python, Scala",a backend developer,"AWK, Bash, C, C#, C++, Groovy, Java, JavaScript, Perl, Python, R, Ruby, Scala, Scheme, Visual Basic","T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","T-SQL , SQL/PSM , PL/SQL , PL/pgSQL ",2,2,3,2,1,1,1,2,4,3,1,1,4,2,2,1,Scala,"Need it for work, Need it for non-work, Just to learn",3
28.08.2015 kl. 11.48.07,36-40,9,Male,SPT UK,SPT,45,40,"Bash, Python, Scala",a backend developer,"Bash, C, C++, Java, JavaScript, Perl, Prolog, Python, R, Scala","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/pgSQL (PostgreSQL)","SQL/PSM , PL/pgSQL ",4,3,1,3,1,1,1,1,2,2,1,2,4,1,4,1,Scala,Just to learn,5
15.09.2015 kl. 11.49.04,31-35,6,Male,spt-ads,SPT,40,40,"Bash, Java, Scala",a backend developer,"AWK, Bash, C, C++, Java, Python, Scala",PL/pgSQL (PostgreSQL),PL/pgSQL ,4,4,1,4,1,1,1,2,5,1,1,1,5,1,4,1,Java,"Need it for work, Just to learn",2
28.08.2015 kl. 11.08.56,36-40,10,Male,SPT-UK,SPT,40,30,Java,a frontend developer,"Bash, C, C++, Java",,,3,4,2,3,1,1,1,1,5,2,1,2,2,1,2,1,Java,"Need it for work, Just to learn",5
28.08.2015 kl. 10.36.10,36-40,10,Male,Subito.it,Subito.it,100,35,"C, JavaScript, PHP, Python",a fullstack developer,"Bash, C, Java, JavaScript, PHP, Python",PL/pgSQL (PostgreSQL),PL/pgSQL ,3,3,1,1,1,1,2,2,3,3,2,3,4,2,1,1,Python,"Need it for work, Need it for non-work, Just to learn",1
03.09.2015 kl. 11.54.26,36-40,10,Male,subito.it,Subito.it,100,45,"Go, Python",a backend developer,"Bash, C, C++, Go, Perl, Python, Ruby",PL/pgSQL (PostgreSQL),PL/pgSQL ,3,4,1,4,1,1,5,1,3,3,1,3,4,4,2,1,Go,Just to learn,4
04.09.2015 kl. 10.13.06,36-40,10,Male,Subito.it,Subito.it,130,40,"Bash, Python",devops,"AWK, Bash, Java, JavaScript, PHP, Pascal, Python, Ruby",PL/pgSQL (PostgreSQL),PL/pgSQL ,4,2,1,1,1,2,2,2,3,3,1,3,4,3,1,1,Python,"Need it for work, Need it for non-work, Just to learn",2
31.08.2015 kl. 08.41.22,31-35,10,Male,SCM Finland,Tori.fi,30,10,"Bash, Ruby",test specialist,"C, C#, C++, Java, JavaScript, PHP, Python, Ruby, Visual Basic","T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle)","T-SQL , SQL/PSM , PL/SQL ",3,2,2,2,1,1,1,1,2,3,1,2,3,3,1,1,JavaScript,Just to learn,6
28.08.2015 kl. 12.21.35,−25,2,Does it matter?,Tori.fi,Tori.fi,35,10,JavaScript,UX Designer,"JavaScript, PHP","SQL/PSM (Mimer SQL, MySQL, MonetDB)",SQL/PSM ,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,PHP,Just to learn,5
28.08.2015 kl. 12.31.47,36-40,10,Male,Tori.fi,Tori.fi,32,9,"Bash, C, JavaScript, PHP, Ruby",Full stack + Devops,"AWK, Bash, Brainfuck, C, C++, Common Lisp, Groovy, Java, JavaScript, Lua, Objective-C, PHP, Pascal, Perl, PowerShell, Python, Ruby, Scala, Scheme, Visual Basic, LPC","T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","T-SQL , SQL/PSM , PL/SQL , PL/pgSQL ",4,3,1,2,1,1,1,5,5,3,1,5,1,3,1,1,Python,Just to learn,10
03.09.2015 kl. 13.38.49,36-40,10,Male,Tori.fi,Tori.fi,34,10,"Bash, C, C++, JavaScript, PHP, Python",a fullstack developer,"AWK, Bash, C, C++, Fortran, Java, JavaScript, Lua, Objective-C, PHP, Pascal, Perl, PostScript, Python, Visual Basic","SQL PL (IBM DB2), PL/pgSQL (PostgreSQL)","SQL PL , PL/pgSQL ",3,5,2,5,1,1,1,1,4,4,2,4,3,1,1,1,PHP,Just to learn,5
17.09.2015 kl. 09.27.55,36-40,10,Rather not say,tori.fi,Tori.fi,34,11,"Bash, JavaScript, Python, My position does not involve programming",analytics & bi dev,"Bash, Java, JavaScript, PHP, Perl, Python, Ruby","PSQL (Interbase / Firebird), SQL PL (IBM DB2), PL/pgSQL (PostgreSQL)","PSQL , SQL PL , PL/pgSQL ",2,1,1,1,1,2,1,1,2,3,1,4,2,2,1,1,Python,"Need it for work, Need it for non-work, Just to learn, fun",1
28.09.2015 kl. 19.44.57,36-40,10,Male,Tori.fi,Tori.fi,35,10,My position does not involve programming,Tech lead / manager / scrum master / enterprise architect /...,"Bash, C#, C++, Clojure, CoffeeScript, Groovy, Java, JavaScript, Objective-C, PHP, Pascal, Perl, Python, R, Ruby, Scala, Visual Basic","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","SQL/PSM , PL/SQL , PL/pgSQL ",3,2,3,3,2,3,1,2,4,4,2,4,2,3,3,1,Scala,"Need it for non-work, Just to learn",6
28.08.2015 kl. 12.01.50,26-30,5,Male,Tori.fi (SCM Suomi Oy),Tori.fi,32,8,"JavaScript, PHP, Python, Blocket templates",a fullstack developer,"C, C#, C++, Java, JavaScript, Lua, Objective-C, PHP, Pascal, Python, Qt","T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/pgSQL (PostgreSQL)","T-SQL , SQL/PSM , PL/pgSQL ",2,2,3,2,1,1,1,1,3,4,2,4,4,1,1,1,Python,"Need it for work, Need it for non-work, Just to learn",3
28.08.2015 kl. 13.07.07,36-40,10,Male,Tripwell,Tripwell,21,13,"Bash, Python",a backend developer,"Bash, Go, Java, PHP, Python, Ruby","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/pgSQL (PostgreSQL)","SQL/PSM , PL/pgSQL ",3,2,2,1,2,1,3,1,3,2,2,3,5,5,2,1,Python,Just to learn,3
28.08.2015 kl. 11.33.53,26-30,8,Male,tutti.ch,tutti.ch,30,10,"Bash, C, JavaScript, PHP, tmpl, sql, perl",a backend developer,"Bash, C, C++, Common Lisp, Fortran, Java, JavaScript, Lua, PHP, Perl, Python, Visual Basic, C++.NET, tmpl, Assembly","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","SQL/PSM , PL/SQL , PL/pgSQL ",2,3,1,3,1,1,1,1,3,2,1,3,2,1,1,1,C,"Need it for work, Just to learn",
28.08.2015 kl. 11.36.08,36-40,10,Male,tutti.ch,tutti.ch,30,12,"C, JavaScript, Objective-C, Ruby, sh, perl, awk",most of the above,"AWK, Bash, C, C++, Forth, Go, Java, JavaScript, Objective-C, PHP, Pascal, Perl, PostScript, Ruby, Assembler","PL/pgSQL (PostgreSQL), PL/PSM (PostgreSQL)","PL/pgSQL , PL/PSM ",4,5,1,3,1,1,2,1,2,3,3,3,2,4,1,1,C,"Need it for work, Need it for non-work",5
28.08.2015 kl. 21.42.00,31-35,5,Male,VG,VG,400,40,Objective-C,App developer,"C, Java, JavaScript, Objective-C, PHP, Perl, Ruby, Visual Basic","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/pgSQL (PostgreSQL)","SQL/PSM , PL/pgSQL ",1,2,1,1,1,1,2,1,2,2,5,2,1,2,1,3,Go,Just to learn,2
31.08.2015 kl. 11.14.36,36-40,10,Male,VG,VG,500,30,"Java, JavaScript",a fullstack developer,"C#, Groovy, Java, JavaScript, PHP, PowerShell, Visual Basic","T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB)","T-SQL , SQL/PSM ",2,2,5,2,1,1,1,3,5,4,1,3,1,1,1,1,C#,"Need it for work, To be more productive",3
31.08.2015 kl. 11.27.16,31-35,8,Male,VG,VG,500,20,"JavaScript, PHP",a fullstack developer,"Bash, C, C#, CoffeeScript, Common Lisp, Erlang, Java, JavaScript, Lua, Objective-C, PHP, Perl, Prolog, Python, Ruby, Scheme","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle)","SQL/PSM , PL/SQL ",4,3,3,2,1,2,2,1,4,5,4,5,4,3,1,2,JavaScript,Just to learn,6
31.08.2015 kl. 15.47.39,36-40,9,Male,VG,VG,800,50,"Bash, Go, JavaScript, PHP, Ruby, perl",devops,"AWK, Bash, C, C++, Go, Java, JavaScript, PHP, Perl, Python, Ruby, Scheme, Tcl","SQL PL (IBM DB2), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle), PL/pgSQL (PostgreSQL), PL/PSM (PostgreSQL), Watcom-SQL (Sybase)","SQL PL , SQL/PSM , PL/SQL , PL/pgSQL , PL/PSM , Watcom-SQL ",3,2,1,2,1,1,3,1,2,3,1,3,2,3,1,1,Go,Need it for non-work,4
31.08.2015 kl. 17.13.38,31-35,8,Male,VG,VG,400,40,"Bash, JavaScript, PHP, Ruby",a fullstack developer,"Bash, C, JavaScript, Objective-C, PHP, Ruby","T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/pgSQL (PostgreSQL)","T-SQL , SQL/PSM , PL/pgSQL ",4,3,1,1,1,1,1,2,4,5,3,4,2,5,2,1,JavaScript,Just to learn,5
03.09.2015 kl. 09.44.12,26-30,8,Male,VG,VG,300,40,"Bash, C++, JavaScript, PHP, Ruby",a fullstack developer,"AWK, Bash, Erlang, JavaScript, PHP, Ruby",PL/SQL (Oracle),PL/SQL ,3,2,1,2,1,1,1,1,1,5,1,5,2,2,1,1,JavaScript,"Need it for work, Need it for non-work, Just to learn",3
15.09.2015 kl. 10.46.26,36-40,10,Male,VG,VG,450,40,"Objective-C, Swift",App developer,"Bash, Brainfuck, C, C++, Clojure, Go, Java, JavaScript, Lua, Objective-C, PHP, Pascal, Perl, PostScript, Python, Ruby, Simula, Swift, Tcl, Visual Basic, assembly","T-SQL (Microsoft / Sybase), SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle)","T-SQL , SQL/PSM , PL/SQL ",3,4,1,3,1,1,1,1,3,3,5,3,2,3,1,3,Swift,"Need it for work, Need it for non-work, Just to learn",7
15.09.2015 kl. 11.09.28,26-30,3,Male,VG,VG,500,45,R,Data Science,"Bash, C#, C++, Fortran, Java, JavaScript, Julia, Python, R","SQL/PSM (Mimer SQL, MySQL, MonetDB)",SQL/PSM ,2,1,2,3,1,1,1,1,2,3,1,2,3,1,1,1,R,"Need it for work, Need it for non-work",3
16.09.2015 kl. 20.45.12,26-30,10,Male,VG,VG,200,30,"Bash, C++, JavaScript, PHP, Python, Ruby, Perl",devops,"AWK, Bash, Brainfuck, C, C++, Erlang, Go, Java, JavaScript, Lua, PHP, Perl, Python, Ruby, Tcl, Visual Basic","SQL/PSM (Mimer SQL, MySQL, MonetDB), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","SQL/PSM , PL/SQL , PL/pgSQL ",5,5,1,4,1,1,2,1,3,3,1,4,3,4,1,1,Go,"Need it for work, Need it for non-work, Just to learn",5
03.09.2015 kl. 09.42.02,36-40,10,Male,VG Tactus,VG Tactus,4,1,JavaScript,a frontend developer,"Bash, C, C++, Java, JavaScript, PHP, Pascal, Perl, Python","SQL/PSM (Mimer SQL, MySQL, MonetDB)",SQL/PSM ,2,3,1,3,1,1,1,1,3,3,1,3,4,1,1,1,Python,"Need it for work, Need it for non-work",5
08.09.2015 kl. 09.06.12,26-30,10,Male,wh,willhaben.at,140,40,"Bash, Java, JavaScript",a backend developer,"C, C#, C++, Java, JavaScript, PHP, Perl, PostScript, PowerShell, Prolog, Smalltalk","PSQL (Interbase / Firebird), SQL PL (IBM DB2), T-SQL (Microsoft / Sybase)","PSQL , SQL PL , T-SQL ",2,3,3,2,2,3,4,3,3,3,2,3,3,2,3,2,Java,Just to learn,7
28.08.2015 kl. 10.47.00,31-35,10,Male,willhaben,willhaben.at,140,50,"Java, JavaScript",a fullstack developer,"Bash, C, C++, Dart, Haskell, Java, JavaScript, PHP, Pascal, Perl, Python, R, Scala, Visual Basic","T-SQL (Microsoft / Sybase), PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","T-SQL , PL/SQL , PL/pgSQL ",3,2,1,2,1,1,1,1,5,3,1,3,2,1,3,1,Scala,Just to learn,5
28.08.2015 kl. 11.30.27,31-35,10,Male,willhaben,willhaben.at,120,60,"Bash, C, Go, Python, Scala",devops,"AWK, Bash, C, C++, Go, Java, Perl, Python, Scala","PL/SQL (Oracle), PL/pgSQL (PostgreSQL)","PL/SQL , PL/pgSQL ",5,4,1,4,1,3,4,1,4,3,1,2,4,3,5,1,Go,"Need it for work, Need it for non-work, Just to learn",1
28.08.2015 kl. 13.28.59,26-30,4,Male,Willhaben,willhaben.at,160,35,"Bash, Objective-C, Swift",a frontend developer,"Bash, C, C++, CoffeeScript, Haskell, Java, JavaScript, Objective-C, PHP, Pascal, Perl, Python, R, Ruby, Swift, Visual Basic","SQL/PSM (Mimer SQL, MySQL, MonetDB)",SQL/PSM ,3,4,2,2,1,2,1,1,4,4,5,2,4,3,1,5,Swift,"Need it for work, Just to learn, New concepts",4
03.09.2015 kl. 10.04.39,−25,2,Male,Willhaben,willhaben.at,130,65,"Java, Ruby, Calabash",test automation,"Bash, C, C++, Haskell, Java, JavaScript, PHP, Prolog, Python, R, Ruby, Z","SQL/PSM (Mimer SQL, MySQL, MonetDB)",SQL/PSM ,2,3,1,3,1,1,1,1,4,3,2,2,2,3,1,1,Java,"Need it for work, Need it for non-work, Just to learn, the fun of learning new stuff",7
03.09.2015 kl. 11.11.42,31-35,10,Male,willhaben,willhaben.at,130,40,"Bash, Java",a backend developer,"Bash, C, C#, C++, Groovy, Java, JavaScript, PHP, Perl, Tcl","PL/pgSQL (PostgreSQL), PL/PSM (PostgreSQL)","PL/pgSQL , PL/PSM ",2,2,2,2,1,1,1,2,4,3,1,3,1,1,1,1,Java,"Need it for work, use the right thing",4
08.09.2015 kl. 08.37.31,26-30,2,Male,willhaben,willhaben.at,140,40,"Java, JavaScript",a fullstack developer,"C, C++, Clojure, CoffeeScript, Go, Java, JavaScript, PHP, Perl, Python, R, Ruby, Scala","T-SQL (Microsoft / Sybase), PL/pgSQL (PostgreSQL)","T-SQL , PL/pgSQL ",3,2,2,2,2,3,2,3,5,5,1,4,3,2,3,1,Scala,Just to learn,5
08.09.2015 kl. 10.07.19,36-40,9,Male,willhaben,willhaben.at,140,50,"Bash, Java, JavaScript",a backend developer,"Bash, C#, C++, CoffeeScript, Groovy, Java, JavaScript, Objective-C, Pascal, Python, Scala, Swift","SQL PL (IBM DB2), PL/SQL (Oracle)","SQL PL , PL/SQL ",3,2,1,2,1,2,1,2,5,3,2,3,2,1,2,2,Java,"Need it for work, Need it for non-work, Just to learn",3
15.09.2015 kl. 10.33.37,26-30,6,Male,Willhaben,willhaben.at,100,30,"Bash, Java, JavaScript",a backend developer,"Bash, C, C++, Groovy, Java, JavaScript",T-SQL (Microsoft / Sybase),T-SQL ,3,3,2,3,1,1,2,4,5,4,1,2,2,1,2,1,Haskell,"Need it for work, Just to learn",5
